Feature	ERR479193	ERR478994	ERR479389	ERR478986	ERR479284	ERR479267	ERR479225	ERR478970	ERR479331	ERR479063	ERR479348	ERR479018	ERR479245	ERR479397	ERR479351	ERR479043	ERR479308	ERR479099	ERR478968	ERR479014	ERR479546	ERR479049	ERR479542	ERR479413	ERR479532	ERR479286	ERR479516	ERR479319	ERR479508	ERR479059	ERR479496	ERR479022	ERR479452	ERR478958	ERR479448	ERR479107	ERR479484	ERR479118	ERR479492	ERR479169	ERR479366	ERR479263	ERR479251	ERR479374	ERR479065	ERR479132	ERR479254	ERR479203	ERR479316	ERR479312	ERR479528	ERR479391	ERR479432	ERR479339	ERR479428	ERR479370	ERR479476	ERR479183	ERR479504	ERR479294	ERR479456	ERR479079	ERR479500	ERR479341
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_barnesiae	15	134	1825	470	3703	29	96	1287	267	277	107	186	73	101	28	39	126	509	350	43	185	161	386	272	1200	97	492	218	353	0	2354	1569	1693	42	211	59	29	715	37	203	1182	469	633	0	1037	695	2863	40	66	712	229	21	95	673	135	72	1552	92	28	990	390	10	661	41
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprocola	60	188	166880	89	504	91	391	1474	1125	1848	750	1655	49	51	58	1572	68514	2257	639	1485	114678	868	1653	1651	138	537	989	6551	71436	490	2571	4721	543	369	319	790	81	24485	802	98	10589	54	1542	19	964	28	1577	367	158	520793	2979	123	466	1129	467	112	1933	376	752	122915	384	112	555	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprophilus	38	255	2133	93	216	70	82	194	94	2737	412	25	2975	263	39	217	160	500184	0	222	295	139	630	189	164	607	271	825	813	88	642	1425	8714	79	64946	28	251	214	101	153	331	134	796	0	954	23	12153	241	65	1413	2964	99	65	100	148	33	46918	0	69	566	372	0	11	42
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	293544	532815	2171132	397615	1211084	184063	298161	541770	847197	1138856	240434	230482	27971	562568	219690	820276	329818	1700202	263560	254845	246540	878816	965039	940093	2125514	313248	689073	538431	798627	149845	525201	1947550	305332	337188	365984	314649	286855	352108	343820	507774	749972	176160	505405	118638	527518	185732	3412525	527358	111246	739580	1351080	34198	445963	1159829	367938	866934	1786006	302323	268780	302124	232229	66582	587259	67372
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_ilei	32	42	760	975	2395	10	0	31	11	216	145	101	0	95	13	87	76	44	39	81	81	760	2369	337	524	112	662	1058	868	35	0	4484	255	63	73	36	293	185	145	29	407	1034	91	68	294	46	720	0	284	501	41	82	79	1241	0	37	694	16	0	350	10	29	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_massiliensis	3791	189496	585891	150557	13996	1778	82220	5903	3877	117557	2531	11371	102	3675	503	5557	3871	10139	65088	2450	169	2369	10121	7151	21038	76776	3911	4082	249	22369	856	578604	1202	2078	1515	44748	7777	2232	3286	1482	264969	109203	5795	18725	2574	1371	765463	4283	262	4534	18508	218	17087	277152	1633	7660	15685	1929	1869	93418	21816	378	123949	176
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_mediterraneensis	79	148	867	113	973	42	104	205	92	139675	133	36	1555	121	141	207	107	394	68	140	21	229	2955	163	1048	91	83	259	122	61	134	5959	42	84	63	130	79	203	44	66	182	185	109	27	232	148	6471	143	323	172	703	0	82	310	48	281	531	37	65	72	93	24	73	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_plebeius	13	376	9250	92	224	259	402	267	472	2821	2669	35	5011	55	1789	8556	76	519	38	34	889	15410	444	142	3192	323	4072	3570	27733	2573	182	176612	844	47	68	51	75	26260	1683	2126	3717	80	1269	211	246	134	1596583	547	111	580	2830	1676	137	12057	92	861	1169	582	62	87	85	294	532	29
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_plebeius_A	0	0	39951	112	121	0	88	312	81	1473	274	0	2159	15	13243	114690	549	1326	46	188	19	48793	452	274	858	1567	76	14188	77823	11117	257	598916	26	87	18	262	14	29591	62	0	1168	98	506	0	280	19	111199	25	135	1689	164	0	0	502	66	33	450	1267	75	91	29	1402	11	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_salanitronis	13	0	725	0	14	0	0	10	0	45864	17	0	0	11	0	0	12	0	0	0	0	46	0	0	0	170	0	87	7896	0	0	49	0	0	0	10	0	16	0	32	0	25	0	0	64	0	153	0	29	729	0	0	0	115	0	0	0	0	0	162	0	53	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sartorii	13748	20324	74614	15145	79500	8014	6657	32463	26295	5059	12860	6063	414	17315	2765	38042	5092	55851	14089	11587	1319	15982	55656	27039	131891	10664	26317	19146	2929	5291	4559	20011	7085	10458	8917	15308	13543	8584	12369	10830	30169	8411	16269	4131	22175	7866	70950	18089	1308	16844	56748	1333	11754	48488	9858	54768	70677	6385	11122	10486	9417	1731	7655	503
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp000432735	0	136	626	100	289	10	58	656	284	26	22	0	188	7422	0	199	181	606	0	27	415	709	250	110	34	30	0	276	1756	0	5392	2136	0	0	93	88	32	233	12	107	641	261	12	48	277	26	654	0	68	7806	536465	0	47	166	0	0	696511	10	0	2322	35	0	88	100
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp000434735	99	164	1209	255	61	0	30	57	183	67	146	21	0	62	23392	39642	325	57	59	129	24	376	795	278	196	37	339	19111	226	52	977	3931	43	19	61	114	99	49	121	145	279	118	247	37	7945	47	592	92	24	546	229	0	0	156	0	580	402	68	275	131	14	14	86	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp000436795	158	619	21167	222	5491	305	1238	385	861	922	67	2727	83	686	77	9030	461	3728	165	2453	1214	845	4427	1449	2113	2451	431	883	1468	229	623358	3041	1300	166	551	1620	276	301	1178	1073	1409	823	500	1553	1476	274	5697	482	88	2580	26953	324	358	1102	381	666	13479	1003	1924	2288	4373	188	3066	362
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp002161565	134	69	380	100	141	41	20	94	73	3108	37	51	0	111	50	96	25	171	32	43	23	121	358	130	898	648	304	75	221430	34	13	225	16	45	28	42	71	31	89	116	297	224	110	47	402	73	279	84	20	119	142	0	45	518	72	143	257	26	38	195	80	1911	0	18
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp002161765	0	0	93	0	0	0	0	12	0	315	0	0	0	0	0	0	0	11	0	0	20	0	0	0	0	0	0	136	3083	0	0	137	0	0	0	0	13	0	0	0	0	0	0	0	100	0	142	0	0	0	0	0	0	0	0	0	174	0	0	10	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp002493165	190	1050	4482	1152	1249	89	604	350	245	671	273	151	0	121	19	823	84	564	1358	498	22	644	345	550	5838	708	478	187	95	507	48	3695	630	83	68	311	378	304	203	298	1680	729	21458	450	210	49	5238	158	26	782	369	34	322	2007	83	1289	383	24141	67	599	254	21	437	30
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900066445	21	104	556	105	88	10	14	262	109	190	21	29	25	166	15	39	107	254	11	35	106	661	123	59	504	43	17	520	2423	68	49	710	60	0	129	56	12	574	78	21	364	21	44	0	819	12	1226	12	52	2784	0	39	21	66	0	24	64	65	71	418	10	22	116	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900066455	116	327	3972	121	354	264	152	273	656	32044	281	209	639	553	262	873	135	3179	33	117	1019	3264	59328	1005	1362	1880	95	1542	8679	538	862	296302	435	296	1553	204	47	4079	225	248	4138	264	56	151	3370	35	12479	1657	16057	4282	10515	0	12	1162	171	287	4029	236	64	636	84	224	38	97
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900540105	0	0	1489	0	108	0	0	14	96	158	53	0	18	215	0	60	89	0	51	17	233	33	24	12	0	74	36	30	63	68	0	46	0	0	24	20	33	196	0	0	110	23	22	41	14	15	29	0	0	65	152	0	0	286	11	67	246	0	19	55	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900541515	18	18	299	17	37	0	11	189	131	21	11	21	12	0	32	39	21	68	32	93	33	196	373	62	88	0	0	52	1301	0	33	976	40	11	93	19	0	110	43	15	23	0	110	0	163	0	2320	120	12	324	28	0	0	37	0	21	100	14	55	0	28	15	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900542985	0	44	166	49	454	0	60	0	83	74	31	20	0	18	0	35	61	91	0	0	0	403	0	16	0	11	151	96	139	0	92	145	549	0	18	0	38	20	18	0	46	0	44	0	59	0	305	69	0	357	423	0	14	0	0	0	138	0	0	10	57	0	355	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900544075	0	533	5742	206	1823	226	229	608	1640	1917	38	232	76	371	453	870	103	1287	211	138	21	1618	1279	32	91	1439	731	820	7059	751	91	10909	71	136	135	98	50	993	70	244	518	263	292	161	589	76	7492	251	35	422	2137	67	23	2284	37	532	2310	119	118	315	23	183	62	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900544675	132	210	614	28	86	19	26	34	634	777	0	0	0	153	0	0	32	478	107	955	18	126	0	0	0	384	688	41	776	0	0	89	13	72	71	34	30	0	0	13	642	238	0	26	147	38	353	431	78	23	14	0	18	907	0	0	411	28	0	0	0	24	31	55
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900546095	21	12	204	26	0	38	48	2076	35	2504	14	0	127	22	20	54	198	2219	0	116	0	170	83	0	0	3373	63	223	2169	0	0	231	13	0	0	0	42	26	0	0	25	33	33	75	466	168	3328	32	214	2572	12	0	56	1131	86	0	207	0	0	662	0	10	36	39
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900546355	75	169	1249	192	5477	110	40	376	238	3673	377	49	0	256	90	274	316	1650	2062	555	106	265	689	357	2427	426	227	206	11171	193	71	7074	679	627	28	402	283	55	108	328	1926	194	121	18	536	397	5267	546	17	332	1134	651	500	2693	375	174	2139	357	0	414	72	62	939	24
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900546645	20	152	1624	483	4107	55	26	507	470	121	171	182	14	23	115	107	656	428	252	38	195	173	685	284	2338	64	6219	683	175	69	13	1261	683	128	316	1470	498	445	69	188	625	596	250	19	643	522	337	181	52	94	5897	88	62	1263	283	264	538	95	1020	618	424	322	249	22
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900551065	0	434	79	0	202	13	89	0	76	11091	0	42	141	0	0	192	23	521	0	0	14	50	1399	0	0	0	148	10	88	21	292	1107	0	0	0	68	0	81	0	58	30	0	0	0	27	0	1203	0	75	0	893	0	0	30	0	0	508	0	23	23	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900551445	27	54	524	80	131	31	0	18	203	44803	45	59	522	201	31	78	27	87	32	91	14	199	3009	132	161	38	35	61	202	34	0	4478	63	62	30	55	81	391	149	53	136	45	20	18	34	0	3273	87	263	665	699	0	36	48	54	100	457	19	164	48	49	45	17	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900551645	697	1147	3499	755	2801	350	305	1114	1099	425	503	304	101	1292	96	1689	323	2149	589	542	43	874	2515	1274	5212	627	879	1614	402	249	239	1513	304	523	389	715	658	507	600	352	1366	465	825	257	2211	370	25676	861	59	1504	2896	43	446	2191	359	2409	3265	310	539	625	509	90	441	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900552075	0	20	161	0	75	0	0	0	0	14319	0	0	191	0	44	385	0	400	0	0	104	209	824	0	0	0	0	119	135	73	77	4631	0	0	48	0	0	206	0	0	0	0	0	92	42	0	4548	0	20	51	56	0	0	370	0	0	119	0	0	0	57	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900552645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp900553185	216	109	464	240	207	56	36	189	344	547	201	83	72	121	35	473	41	780	157	94	31	163	408	507	841	94	113	218	656	41	238	680	48	371	230	67	95	168	130	197	369	76	318	57	111647	51	3495	181	108	202	709	15	164	379	42	331	464	99	134	100	100	27	98	15
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sp902388365	242	221	230	50	1169	32	93	73	347	513	26	37	0	124	0	57	36	174	176	207	0	165	133	264	547	28	122	344	0	35	0	705	47	119	19	125	187	20	113	86	382	10	821	120	85	17	654	70	0	58	248	0	75	464	83	1527	625	24	59	45	111	0	716	39
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__MGYG000000658	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	12	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__MGYG000004885	0	0	147	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	24	196	0	0	12	0	0	0	0	0	0	0	0	0	48	0	53	60	0	0	0	0	0	24	28	20	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp000437675	28	17	813	38	96	10	0	35	16	126	95	0	12	173	37	29	60	108	13	50	77	37	12	121	0	211	0	105	26	52	31	644	45	61	44	15	55	159	30	166	65	54	62	35	28	37	74	82	18	60	71	124	0	80	49	15	36	25	63	80	95	0	0	59
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp004552865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp004557035	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900539625	30	177077	65	0	0	0	0	0	0	0	0	20	0	0	134	1335	1118	0	0	101	0	21	19	231484	0	38	0	13	0	0	368	0	0	0	115	59	15	23	0	44	106	0	508	8075	89842	18800	52	0	10	11	12	23	0	0	0	0	79	43	0	16	0	13	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900540885	0	130	0	0	0	0	0	0	0	0	32	30	0	0	247	0	671	0	0	0	20	0	0	641	0	46	0	196	0	0	614900	0	0	0	993	0	17	32	0	26	0	128	1818	68	513	36	0	0	0	0	21	0	29	0	0	0	56	32986	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900541335	0	0	779	28	0	12	0	99	14	76	89	40	16	136	99	31	27	0	0	35	17	0	216	79	0	10	36	64	0	20	262	0	24	37	78	11	0	199	10	65	84	244	51	13	31	18	32	27	13	12	29	69	0	53	0	83	0	0	0	63	14	0	0	36
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900541575	22	670	0	0	0	0	0	0	0	0	0	0	0	0	23	19	1550	21	0	0	11	0	0	249	122	0	0	151	0	0	2817	0	0	0	416	0	0	0	0	0	0	0	1568	0	335	29	0	25	0	14	0	46	0	10	0	0	0	219	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900542795	280	287	0	0	0	0	0	0	0	0	0	0	0	0	21	0	417	0	0	0	0	0	0	407	0	0	0	0	0	0	2386	0	0	0	372	0	23	0	0	0	0	0	86	12	546	48	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900543155	964	873	152	0	278	0	0	0	0	0	0	54	0	0	316	17	1778	0	0	0	230	0	10	2541	0	32	0	86	0	0	995	0	0	0	1090	0	52	214	0	0	0	31	813	41	287	94	43	57	0	0	0	58	0	0	0	0	342	16	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900546605	0	0	143	0	0	0	0	0	0	0	0	13	0	0	126	40	186	0	0	0	0	0	0	68	0	0	0	0	0	0	1374	0	0	0	34	0	0	87	0	0	0	0	216	0	29	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900556465	13	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900768625	126	555	74	13	22	0	0	0	0	25	13	22	0	19	174	12	83	83	0	0	42	0	0	405	0	25	0	34	20	0	899	0	0	0	176	0	0	0	13	38	0	0	222	47	236	0	254	0	34	0	0	0	0	0	0	11	0	126	0	14	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_sp900772575	0	19	85	132	2010	0	29	216	19	131	11	0	0	0	28	627	180	0	49	1201	27	202	0	22	5717	0	19	31	365	66	22	69	107	24	24	125	27	44	10	30	555	66	160	37	491	78	180	110	29	371	19	24	0	71	205	21	79	35	0	48	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis	188	982	899	0	3409	0	0	78	831	111	14	7213	0	67	5476	596	182638	11	0	16	553	11	177	20792	0	33	4178	9506	0	39	5064	26	24	20	1696	113	24	260	32	110	21	72	341222	219	2385	2364	15	44	0	0	0	280	0	0	11	0	13	749	0	213	120	0	0	22
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000000760	0	0	12	0	0	0	0	0	0	0	0	0	0	0	201	0	171	0	0	0	40	73	0	14	13	0	0	26	0	0	46	0	0	0	57	0	33	0	0	0	0	19	25	0	80	0	43	0	0	0	0	0	0	0	0	0	0	25	15	95	0	0	209	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000001805	0	0	239	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	88	0	0	109	0	222	0	57	0	0	0	0	0	0	0	0	0	0	106	0	0	0	126
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000002063	0	0	106	0	49	0	23	0	0	0	0	0	0	30	0	0	0	96	29	0	0	0	0	0	0	0	10	97	87	0	26	0	0	10	0	38	21	12	0	93	0	0	38	0	0	0	0	0	52	0	0	0	10	0	43	0	0	30	107	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000002092	0	0	20	0	0	0	0	0	0	0	0	0	0	0	130	0	54	0	0	0	25	0	0	43	0	0	25	11	0	0	24	0	0	0	0	0	0	13	0	10	0	0	17	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000002613	0	0	149	0	201	37	0	19	27	32	0	0	0	0	165	0	68	0	0	47	0	0	29	0	0	24	90	0	35	0	0	23	0	0	134	35	12	0	0	42	0	53	0	51	144	15	550	0	15	0	0	0	0	0	0	0	0	0	22	0	0	22	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000003480	34	216	404	0	0	0	0	0	0	0	0	18	0	0	805	104	1363	0	0	0	101	0	0	272	0	0	0	42	0	0	1032	0	0	0	2065	0	0	18	0	0	0	0	677	0	216	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004009	31	13	575	0	0	0	0	61	0	66	0	0	0	0	0	0	0	99	0	0	0	126	0	0	0	130	0	26	0	0	0	0	0	0	0	0	0	107	0	0	0	81	86	0	84	0	75	0	0	11	0	0	0	2562	0	0	15	0	0	239	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004348	75	24	2999	0	2480	10	0	77	0	68	0	0	13	289	0	0	129	816	0	0	0	170	29	26	0	5704	43	306	60	0	14	250	0	0	0	26	42	0	0	543	63	162	0	0	629	82	793	16	41	42	60	0	0	1181	0	0	103	19	0	149	0	0	0	59
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004462	0	126	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	0	49	0	0	0	0	0	0	0	0	16	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	48	0	0	0	0	0	0	10
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	57	0	0	0	0	0	0	62	0	0	0	12	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__MGYG000004848	0	0	2119	0	0	0	0	5648	14	0	0	0	190	0	0	0	0	7359	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	85	1003	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
