Feature	ERR479193	ERR478994	ERR479389	ERR478986	ERR479284	ERR479267	ERR479225	ERR478970	ERR479331	ERR479063	ERR479348	ERR479018	ERR479245	ERR479397	ERR479351	ERR479043	ERR479308	ERR479099	ERR478968	ERR479014	ERR479546	ERR479049	ERR479542	ERR479413	ERR479532	ERR479286	ERR479516	ERR479319	ERR479508	ERR479059	ERR479496	ERR479022	ERR479452	ERR478958	ERR479448	ERR479107	ERR479484	ERR479118	ERR479492	ERR479169	ERR479366	ERR479263	ERR479251	ERR479374	ERR479065	ERR479132	ERR479254	ERR479203	ERR479316	ERR479312	ERR479528	ERR479391	ERR479432	ERR479339	ERR479428	ERR479370	ERR479476	ERR479183	ERR479504	ERR479294	ERR479456	ERR479079	ERR479500	ERR479341
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__MGYG000003162	0	18	51	0	0	0	0	35	0	15	18	15	0	0	0	0	29	0	0	0	0	0	29	0	0	11	40	26	11	0	0	11	11	30	0	16	0	0	16	41	0	12	19	21	20	0	56	0	0	0	0	0	0	18	10	20	0	0	30	0	103	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_bicirculans	114956	41658	106	7028	31	1538	12568	41	2290	19741	3518	19352	782	24302	23	283	11	24	3391	473	53427	561	23720	46989	0	93522	138175	98	121564	3024	27330	18422	264430	42921	24103	162	243	7198	76894	580416	61	45913	7799	53077	16	10620	319	10	1595	67	76	0	9125	7237	37050	138996	124	26	40850	17052	188	61	47502	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp000434695	161	69	0	119	0	17	198	0	13560	128	15	105	41	43	0	2463	115	0	18	73	79	28	128	84	0	329	339	13	473	39	104	41	830	252	1656	0	0	67	347	2341	0	87	15	207	55	19	1232	24	109	0	0	0	19	45601	108	1102	0	0	98	88	122	10	159	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900539095	3000	667	0	160	0	18	257	0	171	664	109	335	19	663	12	32	0	0	112	38	982	19	483	612	0	1995	4616	11	2933	86	719	403	5220	996	765	0	35	172	2082	16581	0	749	172	1682	0	176	980	0	78	0	0	0	224	964	921	2297	31	0	923	550	0	0	1135	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900539835	0	0	0	0	0	0	0	0	0	3148	504	2359	300	3006	0	0	0	0	0	0	0	120	0	4291	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	879	5592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900543145	22	393	0	0	0	253	0	0	0	96	42	94	423	606	0	803	282	0	0	506	173	0	0	46	0	0	121	0	0	0	0	0	171	266	86	370	0	0	0	145	10	160	41	21	0	27	59	207	0	14	0	0	0	206	0	26	0	129	0	10	0	43	0	206
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900752625	0	13	0	0	0	0	23	0	24	0	0	13	0	0	0	44	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	16	11	23	0	0	0	46	0	0	0	0	25	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900770285	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_F|s__Ruminococcus_F_champanellensis	452	24	157	85	340	20	177	34	234	77	48	151	66	55	51	627	127	0	15	73	53	200	0	455	37	1597	106	298	48	40	0	19	108	18068	76	19	50	520	284	672	11	411	24	112	209	121	67624	17	174	40	13	0	21	14885	216	25	0	46	17	64	62	87	227	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000002881	27	108	19	36	67	21	16	12	39	82	57	26	35	11	13	15	18	0	0	0	48	50	18	17	0	17	0	0	11	45	23	33	0	65	128	29	0	154	32	109	0	48	13	16	33	0	451	0	77	20	14	0	0	16	22	0	10	47	52	20	0	37	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000003005	77	23	78	78	101	64	84	47	104	351	69	78	110	61	14	46	116	0	23	255	41	217	78	178	31	684	12	153	70	76	56	38	91	193	148	19	19	146	107	633	168	212	168	374	119	78	4041	49	65	289	0	108	163	312	27	184	13	10	46	35	111	211	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004057	50	0	0	0	445	0	0	0	0	337	18	0	0	14	0	0	10	0	0	55	38	90	120	57	0	0	0	0	0	0	0	36	0	37	15	0	0	0	46	24	0	0	0	70	0	0	74	0	0	0	0	0	18	56	17	0	0	0	0	18	84	38	44	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004384	11	38	143	18	0	15	42	0	106	30	0	41	50	749	0	16	0	15	0	99	16	17	44	0	0	72	10	21	0	0	40	0	16	20	15	17	0	29	19	89	0	0	0	10	28	0	322	51	0	13	0	0	0	0	21	112	0	28	14	0	56	0	13	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004598	962	85	27	52	0	155	855	74	0	146	53	60	152	536	23	0	119	66	0	0	0	140	0	0	27	272	77	148	0	0	49	133	222	121	38	0	0	0	151	414	0	189	0	32	0	0	196	24	57	0	0	0	295	321	58	0	0	0	0	4737	0	236	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004854	499	195	213	235	113	491	219	317	191	1151	121	38	296	19	149	46	847	15	33	324	329	627	43	56	0	107	220	23727	122	81	204	96	43	1026	337	73	69	87	35	324	103	451	55	447	343	23	10532	747	398	795	44	0	0	619	83	33	25	207	0	121	10	658	73	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp002438605	123	24	57	37	53	22	82	0	99	96	41	50	74	28	130	19	25	0	0	0	0	16	50	76	0	64	307	67	70	29	0	43	202	49	67	147	16	87	13	0	155	36	44	48	100	0	817	0	859	18	11	0	14	444	0	0	11	59	0	161	16	417	37	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900540005	304	19	0	309	0	114	151	0	635	102	30	0	24	214	0	26	378	0	0	10	0	277	29	330	0	232	23	36	106	1347	0	0	121	174	394	0	0	43	325	5386	0	62	0	86	160	34	778	0	55	0	0	0	0	433	111	18	0	11	0	47	439	33	64	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900545125	80	79	182	58	12	455	43	39	92	259	124	104	58	33	39	91	38	63	19	29	55	64	20	0	193	23	112	117	122	138	48	22	140	232	78	104	104	39	131	21	0	51	35	58	314	262	1428	21	106	73	0	11	0	162	0	77	22	21	28	73	16	59	112	16
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900752785	15	316	37	30	0	13	32	91	55	49	19	13	0	0	10	16	59	0	0	0	69	72	31	0	0	15	0	57	0	33	13	13	52	35	53	37	30	0	96	57	0	19	72	52	35	0	251	0	29	0	35	0	0	53	15	35	0	738	38	0	70	23	12	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900761275	235	43	189	302	194	318	794	422	55	331	23	467	618	375	43	22	70	30	70	614	399	64	180	168	90	117	89	299	93	57	322	32	34	102	189	323	53	269	174	240	0	28	256	743	18	0	4223	550	160	197	18	0	138	487	242	151	176	156	282	19	408	576	195	55
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__MGYG000004791	68	25	26	0	54	0	17	196	192	0	0	193	12	0	0	699	0	0	25	20	32	169	0	0	129	23	83	44	0	0	0	0	333	65	0	0	156	0	66	73	0	0	181	15	16	0	17	403	252	27	13	0	108	0	416	0	67	49	22	0	31	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	867	1863	17566	379	2014	863	24027	3099	898	1728	2641	3837	6660	7146	608	13376	743	4514	1657	2189	1845	10005	1104	546	7982	1164	12090	6050	3654	1735	601	858	30164	3721	1847	1739	103081	9160	1212	3140	3755	2056	2161	20412	1131	8218	6179	7298	20060	15284	788	6251	16109	2513	22924	13870	29714	14939	2016	246	10161	2722	1037	1164
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_sp900546885	50	220	307	137	207	62	7846	1130	114	1870	182	2976	499	0	53	9673	211	87	0	586	1807	156	0	0	3045	1663	4447	401	113	300	224	0	3401	446	0	223	2382	218	440	1241	0	56	74	327	1018	0	4008	4327	3729	10253	129	888	282	84	421	0	1064	417	268	0	198	2717	58	1563
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_sp900759375	289	24	997	666	1013	54	205	155	2600	49	306	216	957	380	0	90	733	0	118	3015	577	730	345	102	43372	169	84	143	1762	171	33	195	3496	39	396	108	37	827	10	204	1337	233	309	483	380	52	976	312	1311	200	114	33	515	93	2538	0	27406	15298	1714	18	1741	1108	140	28
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SFJ001|s__MGYG000002037	19	0	36	36	32	0	0	0	16	319	29	0	10	33	15	28	0	10	0	0	0	0	11	20	0	70	0	0	20	18	13	2779	0	18	302	109	0	41	0	0	0	10	10	0	50	220	81	0	10	23	0	0	0	0	0	0	0	0	0	1983	0	29	115	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SFJ001|s__SFJ001_sp004555865	16	0	12	731	16	0	10	0	14	6267	18	0	0	0	51	0	0	0	0	0	0	10	0	15	10	1393	0	29	0	134	0	449	0	0	9464	3242	12	0	0	18	0	0	45	0	545	79	41	0	12	26	0	0	0	11	0	0	0	0	12	394	0	709	3097	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1375|s__MGYG000001808	0	0	11	0	0	0	39	0	33	0	0	13	0	0	0	16	0	0	0	20	0	0	0	10	0	13	0	0	0	15	12	0	56	0	0	0	0	12	0	33	11	13	0	0	0	0	35	13	0	11	0	0	30	11	16	14	10	11	23	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1375|s__UBA1375_sp002305795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__MGYG000004304	0	0	22	15	0	0	109	0	0	42	0	0	18	0	0	0	0	0	114	29	0	0	15	0	0	0	0	13	0	0	0	0	0	72	237	0	0	16	0	332	37	0	0	17	0	0	99	146	22	23	0	0	0	12	123	0	0	0	0	0	192	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900066845	0	87	180	0	0	0	22911	24913	81086	0	0	0	14	0	0	1684	0	0	0	0	0	87	0	15	0	0	0	0	0	0	120	11870	18100	0	0	0	116	0	0	63791	0	0	0	0	17756	0	50	26	10	0	0	0	157	25	11663	15	0	0	0	0	44815	0	10	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900538575	0	97424	0	15	0	0	0	0	0	30	0	0	0	0	0	9699	0	0	105	0	0	0	11	0	0	0	0	0	276	0	0	0	20	10	0	10869	0	0	0	13	17	0	0	0	0	0	0	30135	0	3146	218	0	0	0	0	10	0	3683	0	0	0	0	0	46737
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900554975	47	28	81	126	32	23	16	11	30	77	97	68	23	57	10	95	103	0	25	19	173	90	26	224	411	12	192	39	125	35	55	23	160	41	93	31	17	242	136	22	21	142	50	56	13	22	14344	21	539	92	0	93	0	117	15	0	1001	12	0	54	0	94	155	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp002338885	33	16	36	29	10	20	48	104	21	22	15	84	0	0	0	63	0	0	0	88	19	19	26	0	10	29	175	11	10	17	48	33	53	22	17	11	0	14	23	100	0	0	0	12	147	62	142	28	43	41	0	0	13	10	76	60	0	16	0	0	65	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp002491605	0	0	0	0	0	0	184	0	120	0	0	97	0	0	0	0	235	0	0	0	29	137	0	0	0	0	74	74	69	0	0	0	0	636	0	0	201	0	49	54	0	0	0	12	38	0	37	0	34	0	0	0	0	38	28	0	0	0	0	0	436	0	184	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp900553675	0	0	0	0	0	0	0	0	4650	5567	0	0	0	0	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34629	0	0	0	0	0	0	0	0	0	0	770	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp900760125	0	0	0	0	14	15	0	10	43	45	0	0	0	0	13	14	0	0	0	0	0	18	40	26	21	14	37	0	0	82	0	0	0	166	16	0	78	0	0	17	0	0	0	0	0	115	217	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__MGYG000002677	0	0	31	0	10	0	12	0	24	10	12	34	0	0	12	37	0	0	0	22	10	0	0	0	66	16	11	0	0	30	11	0	12	493	22	0	0	0	19	12	0	109	0	0	72	13	66	44	23	0	0	42	37	0	44	50	0	0	0	0	25	82	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__MGYG000002708	263	173	894	469	525	1989	1740	463	297	2945	3263	874	618	829	183	537	254	152	75	3419	2222	300	292	169	26430	497	274	352	231	469	360	170	949	848	796	143	378	637	1331	1882	191	1369	303	1238	747	474	11566	614	350	654	196	68	1223	257	768	1438	163	88	1056	377	513	207	294	143
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__UBA3818_sp900557155	1762	1012	3013	571	21509	35	157	3514	4239	500	286	7001	822	1820	366	554	1176	16	173	157	153	1539	66	1522	168	3241	2638	787	2279	359	50	1603	1024	5151	1420	2097	97	3745	290	37	69	117	1186	94	1355	29	1417	2941	5396	701	569	0	95	1849	3928	45	0	388	63	336	2671	1244	1333	141
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA5884|s__MGYG000004517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA5884|s__UBA5884_sp900551505	0	0	0	0	0	0	0	0	56	18810	28	0	47	0	37	0	20	348	0	0	0	0	173	0	0	0	0	6985	0	0	0	81	0	0	57	0	0	16	220	0	0	13	0	0	0	0	1154	0	12	21	120	0	0	19	0	0	0	0	0	0	0	4724	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA866|s__UBA866_sp900543295	1575	1116	1020	395	1139	418	63	766	1580	42	765	30	486	1697	0	1125	0	25	495	951	214	7811	0	2100	1446	780	1382	221	719	209	0	1236	1972	50	43	3542	444	2937	332	96	30	13	226	109	995	399	3301	321	1317	121	35	17	33	1558	85	77	99	404	2260	70	24	155	55	15
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__MGYG000003826	0	82	0	0	0	0	0	0	30	0	30	0	0	0	0	23	0	0	0	0	0	136	0	0	0	0	0	34	0	0	0	0	22	0	0	162	0	0	0	21	0	0	0	0	99	30	143	81	0	0	0	0	0	98	0	0	0	31	0	0	0	0	0	24
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__UMGS1601_sp900545345	19	89	21	28	0	13	817	42	58	25	0	0	40	10	0	12	0	0	0	0	0	0	27	0	14	0	0	0	0	14	0	26	42	0	11	0	0	1325	0	147	19	0	14	0	17	0	61	22	0	74	0	0	0	0	14	0	0	0	31	271	55	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__UMGS1601_sp900553335	0	0	0	0	18	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668|s__UMGS1668_sp900553955	0	0	0	0	0	0	17	40	0	40	0	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	64	0	0	0	0	0	0	0	0	29	0	10	0	0	0	0	0	11	0	49	0	0	0	0	0	11	0	45	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668|s__UMGS1668_sp900768105	0	0	0	0	64	0	0	40	12	23	0	0	0	0	0	14	14	0	0	12	0	0	0	14	0	0	16	6526	0	0	0	0	0	56	0	21	0	0	0	0	0	0	0	0	24	0	79	0	0	0	0	0	12	15	125	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000000450	1151	0	188	18	32	12	16	80	19	141	0	36	63	195	27	16	530	0	0	101	30	106	0	0	46	64	18	1385	147	60	0	0	0	80	29	0	11	0	0	11	0	14	32	15	208	15	13785	0	30	11	0	0	0	3770	12	0	0	0	0	64	182	27	44	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000002089	43	0	58	13	11	10	0	10	21	19	15	0	0	17	50	50	82	23	0	0	43	15	0	30	0	44	12	80	0	12	152	119	0	36	11	17	10	0	10	0	0	0	0	23	43	71	514	0	26	0	0	0	0	113	36	0	0	0	10	0	20	0	12	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000004849	98	785	643	86	672	82	49	141	278	279	95	372	218	267	136	356	111	373	31	306	277	306	128	82	126	208	419	207	319	164	185	141	697	110	108	157	119	156	512	399	454	415	259	161	214	88	1129	390	420	558	43	99	185	117	431	385	412	296	1131	102	853	272	203	54
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__UMGS1826_sp900555435	41	0	215	101	264	207	282	1762	194	141	106	42	0	40	417	97	33	0	24	34	513	67	185	272	46	7183	55	113	24	386	80	17	63	1633	617	46	20	94	479	1150	0	10	122	21	1226	310	3723	0	2400	46	85	0	109	106	0	31	26	0	10	369	66	267	53	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1889|s__MGYG000002221	0	0	0	0	0	0	0	0	147	59	0	0	143	0	10	0	0	23	0	0	54	559	85	0	0	0	34	28	0	19	0	0	0	141	19	0	23	0	18	0	0	0	0	0	188	0	959	0	0	0	0	0	0	16	0	0	0	64	0	79	0	0	20	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1889|s__UMGS1889_sp900556055	0	0	0	0	0	0	0	0	38	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__MGYG000003858	0	0	148	0	0	0	0	0	0	122	0	0	13	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0	10	0	0	298	61	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__UMGS363_sp900541495	0	0	0	0	0	0	0	0	21	13	0	0	15	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	356	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__UMGS363_sp900543105	125	10	36	10	0	101	92	109	676	171	128	0	0	57	37	34	17	120	0	77	43	10	13	1000	74	34	0	0	55	16	19	62	20	342	1000	31	10	0	44	104	0	226	178	85	69	80	1833	165	15	16	0	0	0	98	0	0	0	0	28	30	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__UMGS363_sp900550695	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__UMGS363_sp900768245	18	0	0	32	0	37	17	0	438637	94	0	11	0	14	0	0	27	0	0	0	19	73	0	41	0	0	64	13	0	11	0	0	301	154	87	0	0	0	18	349	0	0	37	25	17	0	112440	0	0	0	0	0	0	17	0	0	0	20	0	0	0	29	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS599|s__UMGS599_sp900543705	0	63	17	51	0	0	0	11	64	13	0	0	16	0	0	21	0	0	0	16	0	10	0	23	0	0	20	10	0	12	0	12	0	15	0	26	0	0	0	44	0	0	0	0	24	0	53	24	0	44	0	0	0	16	22	0	0	0	0	0	0	0	20	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS966|s__MGYG000003299	15	0	67	0	48	23	0	0	11	29	33	0	0	40	0	351	70	0	275	0	0	27	0	38	0	13	0	14	0	0	1188	0	0	0	17	26	18	10	30	63	285	0	16	0	55	0	62	0	34	0	0	0	0	22	286	0	1133	65	557	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS966|s__UMGS966_sp900547185	944	1609	17592	742	11664	876	62	0	36	2891	6926	2483	386	22	997	46	14	1935	25	2779	33	3704	3298	1897	245	1237	1260	140	2432	913	70	173	76	1343	2387	17	555	2761	1819	2422	25	408	2037	1882	1765	208	1206	2582	110	3458	1011	102	347	2742	66	139	87	0	37	27	1258	537	2203	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS966|s__UMGS966_sp900761965	0	0	0	0	10	0	0	0	0	0	0	14	0	1458	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	16	0	18	0	0	0	0	10	0	84	19	0	0	16	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__HGM12619|s__HGM12619_sp900753195	0	0	0	0	0	0	0	0	136	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__MGYG000002695|s__MGYG000002695	0	0	1008	0	231	44	337	0	0	0	0	0	19	0	0	1727	0	0	0	0	0	0	0	354	0	0	97	0	148	0	33	12	2442	0	0	0	0	0	188	0	0	0	10	436	29	0	34	120	0	0	0	0	0	0	364	0	0	0	89	0	0	13	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__MGYG000004033|s__MGYG000004033	130	112	0	0	0	0	637	0	0	0	0	255	259	222	0	21	142	0	0	0	262	0	0	14	0	69	0	0	81	565	103	0	995	768	0	0	0	0	0	0	0	0	0	151	613	0	42	62	216	0	10	0	147	0	256	0	0	296	0	0	1013	0	62	82
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__UBA644|s__UBA644_sp002299265	0	0	0	0	24	0	39	0	0	167	0	0	0	0	20	18	0	0	0	0	2331	0	0	0	0	0	0	0	0	55	0	0	0	73	85	44	25	0	0	0	0	0	0	0	16	57	168	0	11	0	0	0	0	53	0	0	0	0	0	0	0	12	10	0
